# Program:featureCounts v2.0.8; Command:"featureCounts" "dedup/star/Int-01_S42_L005.bam" "dedup/star/Int-02_S43_L005.bam" "dedup/star/Int-03_S44_L005.bam" "dedup/star/Int-04_S45_L005.bam" "dedup/star/Liv-01_S38_L005.bam" "dedup/star/Liv-02_S39_L005.bam" "dedup/star/Liv-03_S40_L005.bam" "dedup/star/Liv-04_S41_L005.bam" "-a" "genome/annotations.gtf" "-o" "counts/star/counts.tsv" "-T" "32" "-p" "--countReadPairs" "-C" "--ignoreDup" "-M" "--fraction" "--byReadGroup" 
Geneid	Chr	Start	End	Strand	Length	dedup/star/Int-01_S42_L005.bam:Int-01_S42_L005	dedup/star/Int-02_S43_L005.bam:Int-02_S43_L005	dedup/star/Int-03_S44_L005.bam:Int-03_S44_L005	dedup/star/Int-04_S45_L005.bam:Int-04_S45_L005	dedup/star/Liv-01_S38_L005.bam:Liv-01_S38_L005	dedup/star/Liv-02_S39_L005.bam:Liv-02_S39_L005	dedup/star/Liv-03_S40_L005.bam:Liv-03_S40_L005	dedup/star/Liv-04_S41_L005.bam:Liv-04_S41_L005
Smp_009540	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23014597;23017754;23020047;23020341;23022665;23029796;23034865;23037668;23039168;23041842	23014707;23017927;23020296;23020576;23022841;23030251;23035132;23037978;23039494;23044041	+;+;+;+;+;+;+;+;+;+	4510	166	32	108	235.50	68	131.50	55	130
Smp_009550	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23101470;23105250;23109871;23111085;23112400;23114537;23119630;23121734;23123169;23125492	23102045;23105479;23110390;23111494;23112701;23114725;23119709;23122020;23123282;23125824	-;-;-;-;-;-;-;-;-;-	3041	97	10	48	93.50	37	26	23	88
Smp_009560	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23127008;23130946;23133140;23136394;23136871;23138527;23140745;23144916	23128420;23131205;23133399;23136575;23137128;23138801;23141250;23144999	-;-;-;-;-;-;-;-	3238	71	17	46	81	34	32	17	46
Smp_335990	SM_V10_2	23153835	23154908	+	1074	5975.21	2077.73	4792.52	7939.61	2387.34	7705.27	810.00	5927.81
Smp_078600	SM_V10_2;SM_V10_2;SM_V10_2	23175246;23176417;23184043	23176375;23176984;23184091	-;-;-	1747	138	35	126	199	93	102	50	127
Smp_078610	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23198015;23198248;23198411;23198542;23198725;23198948;23200450;23200962;23209102;23210258;23211157;23213117;23215980;23220874	23198212;23198375;23198500;23198691;23198914;23198994;23200530;23201258;23209265;23210534;23211316;23213406;23216126;23221113	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2459	754.50	147.50	440.75	716	395.50	254	162	636
Smp_078640	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23226186;23226555;23228703;23228853	23226514;23226650;23228813;23228901	-;-;-;-	585	205	39	137	253	126	235.50	42	168
Smp_247300	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23240571;23240970;23241196;23241322	23240940;23241157;23241285;23241621	-;-;-;-	948	8.50	2	5.50	8.50	5.50	4	1.50	2.50
Smp_164540	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23247095;23247421;23247549;23247766;23249244;23249988;23253106;23255446;23256325;23257613;23258726;23259985;23263588;23264291;23265826;23267657;23269250;23271666;23272855	23247384;23247510;23247736;23247994;23249420;23250117;23253288;23255583;23256445;23257834;23258957;23260222;23263905;23264587;23266022;23267799;23269334;23271827;23274245	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4831	202	54.50	147	206.50	95.50	100.50	40.50	132.50
Smp_173010	SM_V10_2;SM_V10_2;SM_V10_2	23378467;23388480;23398104	23380336;23389693;23398365	-;-;-	3346	7	2	12.50	19	4	10	5	8
Smp_173000	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23427998;23431610;23434954;23439356	23428209;23431710;23435036;23439588	-;-;-;-	629	19	2	8	13	9	8	3	11
Smp_172990	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23444265;23451722;23455273;23457476;23459749;23463119;23466820;23475218;23476729	23449715;23451906;23455705;23458162;23459874;23463219;23466871;23475318;23481031	-;-;-;-;-;-;-;-;-	11439	54	10	35	62	25	23	20	37.25
Smp_156400	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23509981;23513607;23516796;23519254;23522072;23524280;23525848;23529070;23535864	23510138;23513796;23516984;23519452;23522233;23524449;23526198;23529192;23536102	+;+;+;+;+;+;+;+;+	1781	15	1	13	16	3	7	1	6
Smp_063520	SM_V10_2;SM_V10_2;SM_V10_2	23539751;23540799;23543527	23540122;23542455;23544231	-;-;-	2734	66	15	18	43	7	4	3	13
Smp_063530	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23547103;23547103;23548477;23548477;23553000;23553000;23561683;23564511;23564511;23566681;23566681	23547258;23547258;23548595;23548595;23553146;23553146;23561703;23564645;23564645;23567234;23567234	+;+;+;+;+;+;+;+;+;+;+	1132	26	5	35	55.50	3	23	5	11
Smp_063540	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23568884;23568884;23570608;23570912;23573234;23573234;23575103;23581419;23581453	23569454;23569454;23571128;23571128;23573774;23573725;23575238;23581569;23581569	-;-;-;-;-;-;-;-;-	1920	109	21	99	114	67	93	31	115
Smp_305560	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23598082;23598258;23598406;23598554;23598644;23600591;23601217;23606376;23608076;23611358	23598209;23598376;23598522;23598613;23598739;23600746;23601278;23606468;23608209;23612360	+;+;+;+;+;+;+;+;+;+	1968	103	10	66	116	62	78	24	106
Smp_156410	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23646925;23652800;23654851;23657545;23659131;23660096;23662049;23662230;23662470	23647622;23652965;23654949;23657610;23659326;23660437;23662200;23662432;23662686	-;-;-;-;-;-;-;-;-	2139	125	19	83	141	50	83	28	102.50
Smp_063580	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23670873;23672088;23672304;23672472;23673476	23672051;23672263;23672430;23672527;23673825	+;+;+;+;+	1888	263	47	153	208	111	205.30	55	184.50
Smp_247350	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23688623;23688623;23691503;23691503;23694811;23694811;23698207;23699052;23699052	23688871;23688871;23691794;23691794;23695433;23695433;23698239;23700175;23700175	+;+;+;+;+;+;+;+;+	2321	3	1	5	4	2	1	2	1
Smp_247360	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23710623;23713085;23717016;23720328;23724879;23729319;23730375;23736167;23738577;23740352;23743428;23746163;23748181;23750353	23710766;23713714;23717067;23720696;23725479;23729777;23730864;23736337;23738810;23740729;23743700;23746231;23748336;23750761	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4435	0	0	0	1	0	0	0	0
Smp_063630	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23755354;23762587;23762728;23762907;23763374;23766947	23755580;23762674;23762862;23763079;23763482;23767139	-;-;-;-;-;-	925	14	1	12	19	2	10	1	10
Smp_063640	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23771408;23772870;23775523;23778572;23780421;23780676	23772303;23773158;23775652;23778801;23780630;23780839	-;-;-;-;-;-	1919	137	23	90	138	63	88	25	132
Smp_063650	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23789273;23789557;23789706;23792291;23795110;23797428	23789515;23789658;23789985;23792420;23795391;23797707	+;+;+;+;+;+	1317	239	37	151	218	169	206	56	230
Smp_156450	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23798848;23801099;23801385;23806585;23807873;23808949;23812693;23813322;23814146;23815069;23815727;23816633;23818001;23818649;23820850;23821471;23821605;23822877;23825805;23826059;23826329;23826529	23799636;23801225;23801577;23807046;23808063;23809486;23812832;23813460;23814307;23815197;23816004;23816885;23818092;23818786;23820931;23821563;23821645;23823193;23826022;23826289;23826493;23829449	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7699	492	75	266	448	309	194	156	452.50
Smp_063670	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23839143;23839480;23842557;23846620;23850806;23852883	23839434;23839645;23842683;23846908;23851009;23853753	+;+;+;+;+;+	1949	143	25	112	174.50	76	129	42	130
Smp_063680	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23883611;23886644;23888926;23891652;23895400;23908116;23909432;23922218	23885210;23887341;23889057;23891734;23895779;23908186;23909511;23922556	-;-;-;-;-;-;-;-	3383	16	3	19	22	9	6	3	24
Smp_328190	SM_V10_2	23958343	23959079	-	737	0	0	0	0	0	0	0	0
Smp_156460	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23967243;23971726;23980096;23985453;23991903	23967585;23972115;23980332;23985593;23991977	-;-;-;-;-	1186	57	10	41	65	20.50	24	6	40
Smp_156470	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23991988;23993652;23993729;23993796;23993905	23992091;23993696;23993754;23993867;23994216	+;+;+;+;+	559	160	43	105	134.50	73	101	22	87
Smp_156480	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	23996952;23999812;24000820;24002038;24003916;24005534;24025257;24048905	23997818;24000050;24001487;24002204;24004256;24006263;24025336;24049451	-;-;-;-;-;-;-;-	3639	93	11	33	88	26	12	15	76
Smp_156500	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24086131;24090146;24095567;24097250;24099189;24101040;24104780;24110385;24113509;24117078;24121330;24123821;24125123;24128163;24154296	24086582;24090519;24095662;24097693;24099273;24101500;24104961;24110475;24113857;24117232;24121631;24124493;24125500;24128533;24154548	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4666	57.50	4	32	85	17	9	16	43
Smp_063830	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24200381;24202790;24203719;24203989;24205061;24206248;24207448;24207797;24207954;24209554;24209784;24209925;24210059;24210210;24210346	24201003;24203099;24203834;24204114;24205282;24206360;24207750;24207916;24208113;24209747;24209887;24210022;24210173;24210301;24210602	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2953	407	68	256.50	404.50	187	153	72	321
Smp_344780	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24256271;24258965;24260429;24263423;24266021;24267357;24269219;24274104	24256491;24259261;24260538;24263670;24266122;24267482;24269331;24274699	-;-;-;-;-;-;-;-	1813	7	0	2	12	0	0	1	8
Smp_344770	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24305229;24308446;24309603;24309884;24309975;24310142;24310260	24305567;24308958;24309845;24309950;24310105;24310227;24310343	-;-;-;-;-;-;-	1463	304.50	47	183	265.67	128	136	53	239.50
Smp_154320	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24326976;24336585;24339415;24339553;24341441;24343617;24344796	24332761;24336890;24339507;24339713;24341847;24343816;24345404	+;+;+;+;+;+;+	7562	735.50	92	407.50	704.50	268	213.50	148.50	511
Smp_059750	SM_V10_2;SM_V10_2;SM_V10_2	24346464;24351605;24351862	24347167;24351824;24352183	-;-;-	1246	93	18	99	140.50	54	116	30	102
Smp_154330	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24381897;24383693;24384014;24388946	24381959;24383969;24384199;24389479	+;+;+;+	1060	141	21	76	126.50	45	97	16	98
Smp_156550	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24396762;24398056;24399289;24400780;24401362;24401537;24401683;24401855;24402209	24397066;24398175;24399530;24401054;24401471;24401638;24401802;24402156;24402745	-;-;-;-;-;-;-;-;-	2113	4	0	3	6	10	7	2	15
Smp_156540	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24431397;24457859;24461420;24475616;24476539;24477407	24432526;24458133;24462318;24475750;24476708;24477901	+;+;+;+;+;+	3104	8	2	9	9	4	0	1	9
Smp_333880	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24482861;24492992;24496952;24498701;24500897;24510418;24519771;24525723	24484148;24493305;24497358;24499165;24501146;24510732;24520409;24525822	-;-;-;-;-;-;-;-	3778	37	6	24	42	13	14	4	19
Smp_340990	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24537626;24539654;24539879;24539963;24540038;24541850	24537639;24539842;24539920;24539995;24540202;24542256	+;+;+;+;+;+	850	266.75	36	111.50	178.50	87	91.50	28	167
Smp_328200	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24543302;24543541;24544360;24544533;24544626;24544758;24548416	24543498;24543614;24544492;24544582;24544719;24544770;24548533	-;-;-;-;-;-;-	679	120.50	19	68.50	105	35	66	19	70.50
Smp_156520	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24580795;24580937;24581176;24583941;24584215;24586638;24588272;24591440;24593344;24595368;24596861	24580904;24581138;24581408;24584172;24584570;24586797;24588337;24591583;24593828;24595629;24598171	+;+;+;+;+;+;+;+;+;+;+	3561	16.25	10.50	25.50	28	10	8	8	18
Smp_311170	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24618267;24629185;24631479;24639613	24620038;24629336;24632140;24640266	+;+;+;+	3240	104	29.50	224	480	64	70	44	173
Smp_166930	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24646887;24647212;24647325;24647434;24649096	24647130;24647292;24647398;24647666;24650150	+;+;+;+;+	1687	104.50	25	82.50	146	49	109	30	96
Smp_166940	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24665771;24668049;24672103;24674594;24675054;24675295	24666169;24669566;24673461;24675013;24675257;24687253	-;-;-;-;-;-	15859	245.50	34.51	117.94	218.97	100.56	46.35	52.12	164.04
Smp_082620	SM_V10_2	24723760	24727952	+	4193	268	47	206	370	157.50	222.50	61	250
Smp_166960	SM_V10_2;SM_V10_2;SM_V10_2	24732217;24739372;24787706	24737720;24739633;24788295	-;-;-	6356	85	14.50	52.50	170.50	20.38	36.50	13	96
Smp_082660	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24802619;24804115;24807067;24808281;24809144;24813190;24813435	24803406;24804426;24807411;24808679;24809562;24813400;24813906	-;-;-;-;-;-;-	2946	132	22	93	139	85	88	37	139
Smp_082670	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24827910;24828365;24828459;24829707;24832640;24833059;24838517;24840899;24841889;24843961	24828329;24828423;24828588;24829836;24832960;24833669;24838869;24841103;24842009;24844744	+;+;+;+;+;+;+;+;+;+	3134	250	38	134.50	215	93	112	46	202
Smp_245750	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24845710;24849066;24852212;24855931;24859176;24862566;24866326;24868330;24872339	24846332;24849504;24852672;24856025;24859627;24863440;24866511;24868482;24875636	-;-;-;-;-;-;-;-;-	6582	5	0	4	12	2	4	0	3
Smp_166980	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24884576;24886672;24890218;24890532;24893389	24884991;24886945;24890495;24890693;24893433	-;-;-;-;-	1175	62	15	29	78.50	25	49	19	42
Smp_082710	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24905390;24908448;24908726;24909388	24905418;24908691;24909326;24909846	+;+;+;+	1333	262	46	166	316	148	234	57	212
Smp_345700	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24913469;24915044;24916609;24918365;24925565;24926948;24929533;24931712;24933189;24933324;24933501;24933916	24913663;24915090;24916745;24918480;24925732;24927049;24929646;24931836;24933286;24933456;24933818;24934032	-;-;-;-;-;-;-;-;-;-;-;-	1670	13	1	7	23	5	12	3	11
Smp_082740	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24951906;24966700;24969140;24981058	24952142;24966867;24969177;24981715	+;+;+;+	1101	29	9	23	60	25	38	10	39
Smp_082750	SM_V10_2	24981853	24982146	-	294	0	0	0	0	0	0	0	0
Smp_167000	SM_V10_2;SM_V10_2	24985307;24988675	24985962;24989016	-;-	998	20	6	15.50	26	8	19	8	18
Smp_167010	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	24993350;24993602;24993734;24994913;24995904;24998059;25000042;25003456;25008424;25013090;25017357;25024637;25027851;25037103;25039670;25041306;25042390;25043937;25045315;25048668;25050892;25052144;25053634;25055947;25057837;25059993;25062903;25063992;25064909;25067647;25071313;25073491;25074464;25076713;25077994;25079527;25081488;25084227;25085749;25087350;25089555;25091921;25093518	24993564;24993699;24993863;24995062;24996046;24998186;25000105;25003560;25008579;25013271;25017594;25024777;25027986;25037350;25039924;25041575;25042596;25044182;25045536;25048802;25051230;25052453;25053917;25056210;25058150;25060359;25063202;25064102;25065118;25067879;25071607;25073619;25074625;25077030;25078332;25080157;25081942;25084359;25086032;25087406;25089857;25092325;25095203	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11398	392	52	221	376.50	183	141.50	103	182.50
Smp_167020	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25097034;25097979;25106766;25109076;25111837;25115552;25116542;25117837;25119100;25119296;25119445;25119555;25119673	25097951;25098139;25107243;25109475;25112248;25115751;25116634;25117877;25119256;25119413;25119517;25119642;25119940	-;-;-;-;-;-;-;-;-;-;-;-;-	3407	15	4	11	22	7	10	4	15.50
Smp_082780	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25133775;25136471;25136738;25137720;25148023;25152189;25154648	25133834;25136689;25137061;25137755;25148238;25152614;25155472	+;+;+;+;+;+;+	2106	234	42.50	221.50	339	136	110	74	249
Smp_082790	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25168902;25169314;25170763;25170866;25171442;25176280;25176398;25176562;25176687;25176827;25178863	25169260;25169454;25170810;25170996;25171763;25176348;25176509;25176650;25176783;25177221;25178992	-;-;-;-;-;-;-;-;-;-;-	1893	217.50	31	111.50	184.50	74	97	38	128
Smp_082800	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25185772;25186816;25189164;25190549;25191623;25193021;25194903;25196823;25197939;25198188;25198319;25198451	25186147;25187110;25189270;25190693;25191906;25193168;25195249;25197253;25198149;25198278;25198407;25201342	-;-;-;-;-;-;-;-;-;-;-;-	5416	195.50	38	187	277.50	135	181	70	223.50
Smp_082810	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25201436;25201650;25204971;25209556	25201613;25201832;25205168;25210047	+;+;+;+	1051	649.50	112	592	789.50	297	605	118	461
Smp_082820	SM_V10_2	25232726	25237478	+	4753	159	31	125	162	95	111.50	47	138
Smp_245770	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25240883;25248467;25249919;25255909;25259787;25263422;25264658;25268528;25268758;25268905;25268968;25269137;25269249;25269421	25241259;25248518;25250152;25256137;25259874;25263759;25264904;25268719;25268865;25268933;25269100;25269217;25269380;25269532	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2352	20	2	5	12	3	2	2	3
Smp_082850	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25278318;25278526;25278684;25278861;25278953;25283867;25289299;25291109;25292380;25293488;25295856;25296645;25298128;25300004	25278494;25278647;25278787;25278918;25279026;25284029;25289943;25291247;25292564;25293601;25296053;25296743;25298280;25300576	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2804	380	58	240.42	379.00	193	142	82	334.50
Smp_311200	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25304046;25304046;25304334;25304334;25311786;25311786;25314652;25323034	25304293;25304293;25304422;25304422;25312091;25312091;25316111;25323290	+;+;+;+;+;+;+;+	2360	16	1	14.33	10	11	7	2	9
Smp_082860	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25326375;25327861;25328177;25330399;25330615;25330769;25334628	25326686;25328001;25328573;25330581;25330734;25331064;25334692	-;-;-;-;-;-;-	1514	220.50	39	119.50	216.00	101.00	96	35.50	142.50
Smp_212080	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25360135;25362444;25365713;25371824;25374678;25376182;25378723;25379877;25382234;25384023;25386676;25388512;25390781;25394393;25400189;25405507;25407426;25409825;25413523;25414335;25418872;25420005;25423813;25426785;25428495;25430492;25431615;25431977;25433145;25433308;25433472;25433568	25360988;25362529;25366383;25371884;25374747;25376362;25378851;25380044;25382536;25384378;25386874;25388748;25390943;25394571;25400299;25405608;25407513;25410111;25413875;25414501;25419138;25420122;25423934;25426909;25428818;25430617;25431691;25432136;25433276;25433435;25433535;25433745	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6586	150	30	132.50	196.50	112	97	55	131
Smp_128710	SM_V10_2	25402436	25404948	+	2513	0	0	4	1	3	1.50	3	0
Smp_245780	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25455906;25456008;25458313;25459298;25461142;25462735;25464339;25468290;25469446;25471189	25455968;25456228;25458595;25460145;25461688;25462913;25464527;25468595;25469577;25473065	+;+;+;+;+;+;+;+;+;+	4645	321	68	330	466.50	215	205	107	286
Smp_012280	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25500153;25500431;25501833;25503040	25500390;25500620;25502445;25503603	+;+;+;+	1605	591.50	108.50	424	689.50	332	417	132	533
Smp_128750	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	25521776;25522042;25522199;25522400;25526237;25532548;25534473;25535501;25538209;25542679;25549359;25550379;25554877;25556949;25560360;25562691;25563940;25567190;25569628;25570690;25573298;25574646;25576016;25578162	25522007;25522164;25522363;25522687;25526395;25532742;25534684;25536116;25538709;25542831;25549451;25551189;25555176;25557347;25560812;25562878;25564094;25567644;25569809;25571115;25573497;25574940;25576107;25579245	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7777	132	18	65	151	49	27.50	39	103
